Time (Uganda),Battery,Humidity,Motion,Temperature
2025-10-06 03:12:50,3.074,71.2,4704,24.28
2025-10-06 03:22:50,3.075,71.6,4704,24.26
2025-10-06 03:32:49,3.075,71.6,4704,24.26
2025-10-06 03:42:49,3.074,71.8,4704,24.27
2025-10-06 03:52:49,3.076,72,4704,24.26
2025-10-06 04:02:49,3.076,72,4704,24.27
2025-10-06 04:02:56,3.075,72,4705,24.27
2025-10-06 04:06:46,3.075,71.9,4707,24.27
2025-10-06 04:09:29,3.075,71.7,4709,24.26
2025-10-06 04:12:49,3.075,71.8,4710,24.26
2025-10-06 04:22:49,3.074,71.6,4710,24.24
2025-10-06 04:32:48,3.074,71.8,4710,24.2
2025-10-06 04:42:48,3.076,72,4710,24.17
2025-10-06 04:49:57,3.074,72.2,4711,24.19
2025-10-06 04:52:48,3.076,72.3,4712,24.19
2025-10-06 05:01:21,3.074,72.3,4713,24.14
2025-10-06 05:02:48,3.075,72.5,4713,24.14
2025-10-06 05:12:48,3.075,72.7,4713,24.13
2025-10-06 05:22:48,3.074,72.7,4713,24.11
2025-10-06 05:32:47,3.075,72.6,4713,24.11
2025-10-06 05:34:05,3.075,72.6,4714,24.09
2025-10-06 05:42:47,3.075,72.3,4716,24.1
2025-10-06 05:52:47,3.077,72.7,4716,24.09
2025-10-06 06:02:47,3.075,72.7,4716,24.07
2025-10-06 06:12:47,3.075,72.9,4716,24.06
2025-10-06 06:18:17,3.075,72.9,4717,24.04
2025-10-06 06:20:46,3.074,73.2,4718,24.06
2025-10-06 06:22:46,3.074,73.3,4718,24.02
2025-10-06 06:25:07,3.074,73.7,4719,24.03
2025-10-06 06:31:58,3.075,73.8,4720,23.97
2025-10-06 06:32:46,3.074,73.7,4728,23.99
2025-10-06 06:34:04,3.075,74.1,4741,23.99
2025-10-06 06:39:10,3.075,73.3,4747,24
2025-10-06 06:42:46,3.076,73.6,4747,24
2025-10-06 06:45:22,3.076,73.5,4748,23.95
2025-10-06 06:49:29,3.076,74.3,4783,23.95
2025-10-06 06:51:29,3.076,74.6,4807,23.96
2025-10-06 06:53:32,3.074,74.6,4829,23.96
2025-10-06 06:58:02,3.073,74.6,4847,23.97
2025-10-06 07:02:46,3.075,74.4,4859,24
2025-10-06 07:05:06,3.075,74.5,4879,24
2025-10-06 07:07:29,3.075,74.3,4885,23.96
2025-10-06 07:09:29,3.075,73.8,4898,23.93
2025-10-06 07:22:45,3.075,73.8,4919,23.92
2025-10-06 07:32:45,3.074,74.4,4919,23.82
2025-10-06 07:42:45,3.075,74.7,4919,23.79
2025-10-06 07:52:45,3.074,75.1,4919,23.77
2025-10-06 08:02:45,3.076,74.9,4919,23.77
2025-10-06 08:12:45,3.076,75.1,4919,23.76
2025-10-06 08:22:44,3.074,75.1,4919,23.79
2025-10-06 08:32:44,3.074,75.2,4919,23.83
2025-10-06 08:42:44,3.075,75.1,4919,23.86
2025-10-06 08:52:44,3.075,75,4919,23.84
2025-10-06 09:02:44,3.075,74.7,4919,23.82
2025-10-06 09:12:44,3.075,74.9,4919,23.8
2025-10-06 09:22:43,3.075,74.8,4919,23.8
2025-10-06 09:32:43,3.074,74.8,4919,23.79
2025-10-06 09:42:43,3.075,75.2,4919,23.8
2025-10-06 09:52:43,3.075,75,4919,23.87
2025-10-06 10:02:43,3.076,74.7,4919,23.92
2025-10-06 10:12:43,3.076,74.7,4919,23.95
2025-10-06 10:22:42,3.075,74.4,4919,23.97
2025-10-06 10:32:42,3.075,74,4919,24.02
2025-10-06 10:42:42,3.075,73.8,4919,24.06
2025-10-06 10:52:42,3.076,73.7,4919,24.13
2025-10-06 11:02:42,3.075,73.9,4919,24.17
2025-10-06 11:12:41,3.076,73.5,4919,24.23
2025-10-06 11:22:41,3.074,73,4919,24.27
2025-10-06 11:32:41,3.077,73.1,4919,24.31
2025-10-06 11:42:41,3.076,73,4919,24.39
2025-10-06 11:52:41,3.075,72.8,4919,24.42
2025-10-06 12:02:41,3.075,72.6,4919,24.47
2025-10-06 12:12:40,3.076,72.1,4919,24.54
2025-10-06 12:22:40,3.077,72.1,4919,24.54
2025-10-06 12:32:40,3.075,71.9,4919,24.61
2025-10-06 12:42:40,3.076,72.1,4919,24.62
2025-10-06 12:52:40,3.077,72.5,4919,24.65
2025-10-06 13:02:40,3.076,73,4919,24.71
2025-10-06 13:12:39,3.074,72.9,4919,24.74
2025-10-06 13:22:39,3.077,71.8,4919,24.76
2025-10-06 13:32:39,3.075,70.9,4919,24.74
2025-10-06 13:42:39,3.075,71.7,4919,24.64
2025-10-06 13:52:39,3.075,72.5,4919,24.64
2025-10-06 14:02:39,3.076,72.3,4919,24.51
2025-10-06 14:12:38,3.076,72.9,4919,24.26
2025-10-06 14:22:38,3.076,73.3,4919,24.09
2025-10-06 14:32:38,3.076,73.4,4919,24.17
2025-10-06 14:42:38,3.076,73.6,4919,24.23
2025-10-06 14:52:38,3.076,72.8,4919,24.2
2025-10-06 15:02:38,3.076,72.4,4919,24.14
2025-10-06 15:12:37,3.076,71.7,4919,24.17
2025-10-06 15:32:37,3.076,70.4,4919,24
2025-10-06 15:42:37,3.076,70.7,4919,24.03
2025-10-06 15:52:37,3.075,70.3,4919,24.04
2025-10-06 16:02:36,3.076,70.7,4919,23.99
2025-10-06 16:12:36,3.076,71.7,4919,23.83
2025-10-06 16:22:36,3.076,71.4,4919,23.82
2025-10-06 16:32:36,3.074,71.5,4919,23.89
2025-10-06 16:42:36,3.075,71.7,4919,23.92
2025-10-06 16:52:36,3.076,71.9,4919,23.97
2025-10-06 17:02:35,3.076,71.8,4919,24
2025-10-06 17:12:35,3.078,71.8,4919,24.04
2025-10-06 17:22:35,3.077,71.7,4919,24.06
2025-10-06 18:02:34,3.077,72.7,4919,24.09
2025-10-06 18:12:34,3.075,73.1,4919,24.09
2025-10-06 18:22:34,3.076,73.7,4919,24.1
2025-10-06 18:32:34,3.074,74.2,4919,24.16
2025-10-06 18:42:34,3.076,74.2,4919,24.16
2025-10-06 18:52:33,3.076,74.2,4919,24.13
2025-10-06 15:22:37,3.076,70.2,4919,24.1
2025-10-06 17:42:35,3.077,72.7,4919,24.06
2025-10-06 17:52:34,3.077,72.7,4919,24.1
2025-10-06 19:02:33,3.076,74,4919,24.16
2025-10-06 19:12:33,3.076,74.2,4919,24.19
2025-10-06 19:22:33,3.075,74.4,4919,24.14
2025-10-06 19:32:33,3.077,74.6,4919,24.16
2025-10-06 19:42:33,3.076,74.3,4919,24.14
2025-10-06 19:52:32,3.076,74.6,4919,24.16
2025-10-06 20:02:32,3.076,75,4919,24.14
2025-10-06 20:12:32,3.076,74.9,4919,24.13
2025-10-06 20:22:32,3.076,74.8,4919,24.13
2025-10-06 20:32:32,3.077,74.7,4919,24.07
2025-10-06 20:42:32,3.077,74.9,4919,24.1
2025-10-06 20:52:31,3.076,73.8,4919,24.1
2025-10-06 21:02:31,3.077,72.3,4919,24.11
2025-10-06 21:12:31,3.077,71.9,4919,24.13
2025-10-06 21:23:58,3.077,72.1,4950,24.19
2025-10-06 21:26:00,3.076,72.3,4973,24.16
2025-10-06 21:28:58,3.076,72.3,4986,24.16
2025-10-06 21:31:00,3.077,72.5,5008,24.16
2025-10-06 21:35:01,3.075,72.6,5036,24.14
2025-10-06 21:37:10,3.077,72.5,5055,24.1
2025-10-06 21:39:23,3.076,72.2,5059,24.14
2025-10-06 21:42:30,3.075,72.1,5061,24.13
2025-10-06 21:45:40,3.076,72.1,5062,24.11
2025-10-06 21:48:06,3.076,72.2,5065,24.11
2025-10-06 21:52:15,3.077,72.2,5066,24.09
2025-10-06 21:52:30,3.076,72.2,5068,24.1
2025-10-06 21:56:17,3.076,72.1,5074,24.09
2025-10-06 21:58:45,3.077,72.1,5085,24.1
2025-10-06 22:02:30,3.074,72,5089,24.06
2025-10-06 22:02:37,3.076,72,5090,24.09
2025-10-06 22:04:45,3.076,72.1,5099,24.06
2025-10-06 22:07:30,3.076,72.1,5100,24.07
2025-10-06 22:09:52,3.077,72.1,5105,24.07
2025-10-06 22:12:30,3.076,72.2,5111,24.04
2025-10-06 22:12:37,3.076,72.1,5112,24.07
2025-10-06 22:22:30,3.075,72.2,5116,24.06
2025-10-06 22:24:09,3.076,72.1,5117,24.03
2025-10-06 22:28:37,3.077,72.1,5128,24.04
2025-10-06 22:34:39,3.077,72.2,5129,24.04
2025-10-06 22:39:07,3.075,72.3,5131,24.02
2025-10-06 22:42:17,3.077,72.3,5134,24.02
2025-10-06 22:44:55,3.076,72.4,5138,23.97
2025-10-06 22:56:52,3.075,72.4,5145,23.95
2025-10-06 23:01:28,3.077,72.6,5150,23.97
2025-10-06 23:02:29,3.077,72.7,5152,23.95
2025-10-06 23:05:22,3.076,72.9,5157,23.95
2025-10-06 23:12:29,3.075,73.1,5166,23.95
2025-10-06 23:19:56,3.077,73.5,5167,23.93
2025-10-06 23:22:29,3.077,73.5,5167,23.93
2025-10-06 23:32:29,3.077,73.5,5167,23.92
2025-10-06 23:35:19,3.077,73.5,5168,23.92
2025-10-06 23:39:38,3.077,73.5,5173,23.9
2025-10-06 23:42:28,3.077,73.5,5183,23.93
2025-10-06 23:48:49,3.077,73.4,5184,23.92
2025-10-06 23:52:28,3.077,73.8,5188,23.9
2025-10-06 23:56:12,3.075,73.9,5189,23.9
2025-10-06 23:58:36,3.077,73.9,5198,23.9
2025-10-07 00:02:13,3.076,74,5206,23.92
2025-10-07 00:02:28,3.076,74.1,5207,23.92
2025-10-07 00:05:52,3.076,74.3,5211,23.93
2025-10-07 00:08:08,3.076,74.8,5224,23.92
2025-10-07 00:10:09,3.076,75,5236,23.93
2025-10-07 00:12:28,3.077,74.8,5242,23.93
2025-10-07 00:22:28,3.076,74.6,5242,23.89
2025-10-07 00:26:05,3.076,74.9,5243,23.9
2025-10-07 00:32:27,3.076,73.8,5246,23.83
2025-10-07 00:42:27,3.076,74.3,5246,23.72
2025-10-07 00:52:27,3.077,74.1,5246,23.71
2025-10-07 01:02:27,3.078,74.1,5246,23.66
2025-10-07 01:12:02,3.077,74.6,5247,23.64
2025-10-07 01:12:27,3.076,74.6,5247,23.65
2025-10-07 01:22:27,3.076,74.4,5247,23.64
2025-10-07 01:32:26,3.077,74,5247,23.58
2025-10-07 01:42:26,3.077,74.2,5247,23.35
2025-10-07 01:52:26,3.077,74.5,5247,23.25
2025-10-07 02:12:26,3.076,74.4,5247,23.25
2025-10-07 02:22:26,3.077,74.3,5247,23.27
2025-10-07 02:32:25,3.077,74.2,5247,23.34
2025-10-07 02:42:25,3.075,74.7,5247,23.37
2025-10-07 02:52:25,3.076,74.5,5247,23.4
2025-10-07 03:02:25,3.076,74.6,5247,23.41
2025-10-07 03:12:25,3.077,75.2,5247,23.41
2025-10-07 03:22:25,3.077,74.5,5247,23.4
2025-10-07 03:32:24,3.079,74.6,5247,23.38
2025-10-07 03:39:50,3.077,74.7,5248,23.4
2025-10-07 03:42:24,3.078,74.8,5248,23.4
2025-10-07 03:50:55,3.077,74.9,5249,23.4
2025-10-07 03:52:24,3.074,74.8,5250,23.4
2025-10-07 04:02:24,3.077,75,5250,23.41
2025-10-07 04:12:24,3.077,75.1,5251,23.42
2025-10-07 04:12:35,3.076,75,5252,23.41
2025-10-07 04:22:24,3.076,75.3,5258,23.44
2025-10-07 04:30:38,3.075,75.6,5259,23.42
2025-10-07 04:32:23,3.077,75.4,5263,23.41
2025-10-07 04:42:23,3.075,75.5,5263,23.41
2025-10-07 04:52:23,3.077,75.1,5263,23.42
2025-10-07 05:02:23,3.076,75.5,5263,23.41
2025-10-07 05:07:02,3.078,75.1,5264,23.42
2025-10-07 05:12:23,3.076,75.5,5264,23.41
2025-10-07 05:17:36,3.076,75.7,5265,23.4
2025-10-07 05:22:22,3.078,75.4,5266,23.37
2025-10-07 05:32:22,3.076,75.7,5266,23.35
2025-10-07 05:33:58,3.075,75.7,5267,23.37
2025-10-07 05:36:25,3.075,75.6,5278,23.38
2025-10-07 05:42:22,3.077,75.8,5280,23.38
2025-10-07 05:50:57,3.075,76,5281,23.38
2025-10-07 05:52:22,3.078,76,5293,23.38
2025-10-07 06:02:22,3.076,75.5,5293,23.37
2025-10-07 06:12:22,3.078,75.4,5293,23.35
2025-10-07 06:22:21,3.077,75.4,5293,23.32
2025-10-07 06:23:56,3.076,75.4,5294,23.32
2025-10-07 06:25:58,3.076,75.5,5301,23.34
2025-10-07 06:32:21,3.076,75.5,5304,23.31
2025-10-07 06:34:18,3.077,75.7,5305,23.34
2025-10-07 06:42:21,3.078,76.1,5312,23.31
2025-10-07 06:43:27,3.074,76.1,5313,23.29
2025-10-07 06:51:13,3.078,75.9,5317,23.31
2025-10-07 06:52:21,3.077,76.1,5319,23.29
2025-10-07 06:54:49,3.078,76,5320,23.31
2025-10-07 07:02:21,3.078,76.2,5321,23.29
2025-10-07 07:02:34,3.075,76.2,5322,23.29
2025-10-07 07:07:04,3.076,76.3,5331,23.27
2025-10-07 07:20:04,3.077,76.2,5340,23.25
2025-10-07 07:22:07,3.075,75.9,5341,23.24
2025-10-07 07:22:20,3.076,75.9,5341,23.24
2025-10-07 07:24:11,3.076,75.9,5343,23.21
2025-10-07 07:26:20,3.076,76.1,5354,23.18
2025-10-07 07:32:20,3.076,76.6,5359,23.14
2025-10-07 07:36:04,3.075,76.8,5360,23.13
2025-10-07 07:42:12,3.078,76.9,5366,23.13
2025-10-07 07:42:20,3.077,76.9,5366,23.16
2025-10-07 07:44:46,3.076,76.9,5383,23.17
2025-10-07 07:50:11,3.075,76.6,5398,23.18
2025-10-07 07:52:20,3.076,76.6,5402,23.21
2025-10-07 07:52:57,3.076,76.6,5403,23.18
2025-10-07 08:02:20,3.077,76.4,5406,23.22
2025-10-07 08:12:20,3.077,76.2,5406,23.27
2025-10-07 08:22:19,3.077,76.2,5406,23.29
2025-10-07 08:32:19,3.076,76,5406,23.37
2025-10-07 08:33:32,3.074,76,5407,23.35
2025-10-07 08:41:07,3.075,76.1,5408,23.41
2025-10-07 08:42:19,3.076,76,5408,23.38
2025-10-07 08:52:19,3.076,75.5,5408,23.47
2025-10-07 08:57:39,3.076,75.3,5409,23.48
2025-10-07 09:02:19,3.077,75.3,5412,23.54
2025-10-07 09:12:18,3.075,75,5412,23.56
2025-10-07 09:22:18,3.076,74.8,5412,23.68
2025-10-07 09:32:18,3.076,74.1,5412,23.82
2025-10-07 09:52:18,3.077,73.8,5412,24.09
2025-10-07 10:00:02,3.077,72.2,5413,24.16
2025-10-07 10:02:18,3.077,72.1,5416,24.21
2025-10-07 10:03:31,3.077,71.9,5417,24.2
2025-10-07 10:12:17,3.075,72,5419,24.27
2025-10-07 10:22:17,3.076,71.2,5419,24.28
2025-10-07 10:27:28,3.077,71.6,5420,24.31
2025-10-07 10:32:17,3.077,71.9,5420,24.34
2025-10-07 10:41:01,3.076,71.8,5421,24.38
2025-10-07 10:42:17,3.076,71.9,5425,24.37
2025-10-07 10:43:10,3.076,71.9,5428,24.35
2025-10-07 10:45:24,3.077,72.3,5449,24.39
2025-10-07 10:49:16,3.077,71.8,5469,24.42
2025-10-07 10:51:29,3.075,71.8,5488,24.42
2025-10-07 10:52:17,3.077,72.1,5488,24.44
2025-10-07 10:54:41,3.076,71.1,5489,24.44
2025-10-07 10:57:11,3.076,71,5491,24.41
2025-10-07 10:59:12,3.077,71.6,5502,24.44
2025-10-07 11:02:17,3.076,72,5503,24.5
2025-10-07 11:04:09,3.075,71.9,5504,24.48
2025-10-07 11:07:32,3.075,71.6,5512,24.54
2025-10-07 11:09:34,3.078,70.8,5516,24.58
2025-10-07 11:12:16,3.076,70.5,5519,24.59
2025-10-07 11:14:01,3.076,71.1,5520,24.62
2025-10-07 11:16:35,3.077,71.2,5526,24.62
2025-10-07 11:22:16,3.076,69.4,5529,24.66
2025-10-07 11:26:24,3.078,69.9,5530,24.66
2025-10-07 11:28:40,3.076,69,5539,24.71
2025-10-07 11:30:47,3.077,69.7,5546,24.74
2025-10-07 11:32:16,3.076,68.7,5548,24.72
2025-10-07 11:32:52,3.076,67.8,5549,24.71
2025-10-07 11:42:16,3.075,67.3,5553,24.76
2025-10-07 16:12:11,3.076,63.1,5661,25.33
2025-10-07 16:22:11,3.077,66.1,5661,25.24
2025-10-07 16:32:11,3.077,68,5661,25.21
2025-10-07 16:42:11,3.078,67.5,5661,25.19
2025-10-07 16:52:10,3.076,67.5,5661,25.17
2025-10-07 17:02:10,3.076,68.2,5661,25.13
2025-10-07 17:12:10,3.077,68.6,5676,25.1
2025-10-07 17:12:20,3.075,68.8,5677,25.1
2025-10-07 17:14:22,3.075,68.8,5688,25.1
2025-10-07 17:16:26,3.076,68.8,5700,25.12
2025-10-07 17:18:48,3.076,67.9,5707,25.12
2025-10-07 17:22:10,3.076,67,5713,25.09
2025-10-07 17:28:59,3.077,68.1,5714,25.09
2025-10-07 17:31:50,3.076,67.6,5716,25.09
2025-10-07 17:32:10,3.075,67.8,5717,25.09
2025-10-07 17:42:10,3.076,66,5720,25.1
2025-10-07 17:48:33,3.076,65.1,5721,25.1
2025-10-07 17:50:59,3.076,65,5729,25.09
2025-10-07 17:52:09,3.076,65.2,5729,25.08
2025-10-07 18:02:09,3.076,67.3,5729,25.09
2025-10-07 18:02:31,3.076,67.2,5730,25.1
2025-10-07 18:05:00,3.076,67.5,5741,25.09
2025-10-07 18:07:01,3.076,67.5,5757,25.1
2025-10-07 18:09:02,3.076,67.9,5783,25.08
2025-10-07 18:11:25,3.077,67.8,5794,25.12
2025-10-07 18:12:09,3.077,67.9,5794,25.1
2025-10-07 18:18:11,3.077,68.2,5799,25.1
2025-10-07 18:21:26,3.076,68.4,5800,25.1
2025-10-07 18:22:09,3.077,68.4,5802,25.09
2025-10-07 18:24:22,3.076,68.6,5804,25.09
2025-10-07 18:26:22,3.075,68.6,5813,25.1
2025-10-07 18:28:47,3.077,68.7,5823,25.09
2025-10-07 18:31:55,3.077,68.5,5829,25.09
2025-10-07 18:32:09,3.077,68.6,5830,25.09
2025-10-07 18:35:16,3.077,68.9,5840,25.06
2025-10-07 18:37:29,3.077,68.9,5843,25.08
2025-10-07 18:39:47,3.076,68.6,5844,25.09
2025-10-07 18:42:09,3.077,68.5,5844,25.08
2025-10-07 18:52:08,3.077,68.8,5844,25.03
2025-10-07 18:59:09,3.077,69.5,5845,24.99
2025-10-07 19:02:08,3.077,70,5845,24.99
2025-10-07 19:10:31,3.077,70.8,5846,24.97
2025-10-07 19:12:08,3.077,70.9,5858,24.95
2025-10-07 19:13:34,3.077,70.8,5859,24.95
2025-10-07 19:15:48,3.077,70.8,5866,24.93
2025-10-07 19:22:08,3.075,70.4,5868,24.89
2025-10-07 19:32:08,3.077,70.8,5868,24.76
2025-10-07 19:33:49,3.078,71.1,5869,24.71
2025-10-07 19:42:07,3.077,71.6,5875,24.59
2025-10-07 19:52:07,3.077,72,5875,24.57
2025-10-07 20:00:18,3.077,72.4,5876,24.59
2025-10-07 20:02:07,3.076,72.9,5877,24.61
2025-10-07 20:04:23,3.076,73.5,5878,24.61
2025-10-07 20:06:24,3.076,73.8,5897,24.61
2025-10-07 20:08:44,3.077,73.7,5914,24.62
2025-10-07 20:10:44,3.075,73.2,5929,24.66
2025-10-07 20:12:07,3.077,73.4,5941,24.66
2025-10-07 20:12:47,3.076,73.5,5950,24.68
2025-10-07 20:14:53,3.075,74.1,5971,24.72
2025-10-07 20:17:56,3.077,75.2,5988,24.76
2025-10-07 20:19:58,3.076,74.9,6011,24.76
2025-10-07 20:22:07,3.077,74.3,6025,24.79
2025-10-07 20:22:22,3.077,74.4,6026,24.79
2025-10-07 20:24:59,3.076,74.7,6035,24.83
2025-10-07 20:27:16,3.077,73.7,6047,24.85
2025-10-07 20:29:17,3.076,73.4,6069,24.85
2025-10-07 20:31:24,3.078,73,6091,24.85
2025-10-07 20:32:07,3.077,73.3,6099,24.86
2025-10-07 20:33:24,3.075,73.3,6116,24.87
2025-10-07 20:35:25,3.076,73.5,6136,24.9
2025-10-07 20:37:27,3.076,73.7,6155,24.9
2025-10-07 20:39:44,3.076,73.7,6161,24.89
2025-10-07 20:41:49,3.076,74,6191,24.92
2025-10-07 20:42:06,3.077,74.1,6194,24.9
2025-10-07 20:43:55,3.076,74.4,6212,24.93
2025-10-07 20:46:03,3.076,74.1,6233,24.93
2025-10-07 20:48:03,3.076,74.2,6254,24.95
2025-10-07 20:50:10,3.077,73.7,6267,24.93
2025-10-07 20:52:06,3.076,73.6,6287,24.97
2025-10-07 20:52:13,3.077,73.6,6289,24.95
2025-10-07 20:54:16,3.078,73.7,6309,24.95
2025-10-07 20:56:18,3.076,73.7,6326,24.95
2025-10-07 20:58:22,3.077,73.9,6344,24.96
2025-10-07 21:00:24,3.077,74.1,6364,24.97
2025-10-07 21:02:06,3.077,74,6369,24.99
2025-10-07 21:02:36,3.076,74,6370,24.99
2025-10-07 21:04:48,3.076,74.3,6385,25
2025-10-07 21:06:54,3.078,74.1,6397,24.99
2025-10-07 21:08:56,3.076,73.8,6418,25
2025-10-07 21:10:58,3.076,73.5,6434,25.02
2025-10-07 21:12:06,3.076,73.3,6437,25.02
2025-10-07 21:13:11,3.077,73.3,6440,25
2025-10-07 21:16:04,3.076,73.3,6445,25.02
2025-10-07 21:18:09,3.075,73.2,6455,25.02
2025-10-07 21:20:25,3.078,73.4,6464,25.03
2025-10-07 21:22:06,3.076,73.6,6477,25.03
2025-10-07 21:22:29,3.075,73.6,6482,25.03
2025-10-07 21:24:39,3.076,73.6,6510,25.02
2025-10-07 21:26:42,3.076,73,6532,25.03
2025-10-07 21:28:51,3.077,73.3,6555,25.02
2025-10-07 21:31:11,3.077,73.6,6572,25.05
2025-10-07 21:32:06,3.077,73.8,6577,25.03
2025-10-07 21:33:15,3.076,73.8,6592,25.03
2025-10-07 21:35:41,3.076,73.9,6598,25.06
2025-10-07 21:38:27,3.075,74,6612,25.05
2025-10-07 21:40:28,3.076,73.9,6628,25.08
2025-10-07 21:42:05,3.075,74.1,6642,25.12
2025-10-07 21:42:49,3.077,74.2,6644,25.09
2025-10-07 21:44:56,3.076,74.1,6663,25.08
2025-10-07 21:47:45,3.076,74.1,6675,25.09
2025-10-07 21:50:56,3.077,74.3,6681,25.12
2025-10-07 21:52:05,3.076,74.1,6682,25.1
2025-10-07 21:56:12,3.077,74,6684,25.1
2025-10-07 22:01:05,3.076,74.6,6697,25.1
2025-10-07 22:03:15,3.076,75,6706,25.09
2025-10-07 22:08:09,3.077,75.5,6707,25.12
2025-10-07 22:12:05,3.077,75.9,6708,25.13
2025-10-07 22:12:26,3.076,75.8,6709,25.1
2025-10-07 22:22:05,3.077,76.1,6728,25.14
2025-10-07 22:22:50,3.075,76.1,6729,25.13
2025-10-07 22:27:20,3.077,76.2,6731,25.13
2025-10-07 22:32:04,3.075,76,6735,25.13
2025-10-07 22:42:04,3.076,75.9,6735,25.1
2025-10-07 22:52:04,3.076,75.2,6735,25.09
2025-10-07 23:02:04,3.077,75,6735,25.05
2025-10-07 23:12:04,3.076,76.1,6735,25.06
2025-10-07 23:22:04,3.077,76,6735,25.06
2025-10-07 23:32:03,3.077,75.5,6735,25
2025-10-07 23:34:18,3.075,75.7,6736,25.02
2025-10-07 23:42:03,3.077,75.4,6736,25
2025-10-07 23:52:03,3.077,75.8,6736,25
2025-10-08 00:02:03,3.076,75.2,6736,24.96
2025-10-08 00:12:03,3.077,75.3,6736,24.96
2025-10-08 00:22:03,3.077,74.9,6736,24.95
2025-10-08 00:32:02,3.076,75.1,6736,24.92
2025-10-08 00:38:43,3.077,75.3,6737,24.9
2025-10-08 00:42:02,3.076,75,6737,24.92
2025-10-08 00:52:02,3.076,74.7,6737,24.89
2025-10-08 00:59:15,3.076,74.7,6738,24.85
2025-10-08 01:02:02,3.076,74.5,6738,24.86
2025-10-08 01:12:02,3.076,74.5,6738,24.85
2025-10-08 01:22:02,3.077,75,6738,24.86
2025-10-08 01:32:01,3.077,74.8,6738,24.85
2025-10-08 01:42:01,3.075,74.8,6738,24.83
2025-10-08 01:52:01,3.076,75.3,6738,24.82
2025-10-08 02:02:01,3.077,75.2,6738,24.81
2025-10-08 02:05:50,3.077,74.8,6739,24.83
2025-10-08 02:12:01,3.078,74.8,6739,24.81
2025-10-08 02:22:00,3.076,74.9,6739,24.79
2025-10-08 02:32:00,3.077,74.7,6739,24.78
2025-10-08 02:41:17,3.077,74.8,6740,24.76
2025-10-08 02:42:00,3.076,74.8,6742,24.78
2025-10-08 02:52:00,3.076,74.4,6742,24.74
2025-10-08 03:02:00,3.076,75.3,6742,24.72
2025-10-08 03:12:00,3.079,75.4,6742,24.71
2025-10-08 03:21:59,3.078,75.3,6742,24.71
2025-10-08 03:25:25,3.076,75.4,6743,24.69
2025-10-08 03:27:36,3.075,75.5,6755,24.72
2025-10-08 03:29:42,3.077,75.6,6762,24.71
2025-10-08 03:31:59,3.077,75.5,6768,24.71
2025-10-08 03:32:41,3.076,75.4,6769,24.72
2025-10-08 03:34:52,3.076,75.3,6774,24.74
2025-10-08 03:41:59,3.078,74.8,6782,24.75
2025-10-08 03:45:40,3.077,74.5,6783,24.71
2025-10-08 03:51:59,3.076,74.9,6789,24.72
2025-10-08 03:59:13,3.076,74.9,6790,24.68
2025-10-08 04:01:59,3.076,75.1,6792,24.68
2025-10-08 04:11:59,3.076,75.2,6792,24.65
2025-10-08 04:19:45,3.077,74.9,6793,24.64
2025-10-08 04:21:58,3.077,75.2,6793,24.62
2025-10-08 04:31:58,3.076,75.1,6793,24.62
2025-10-08 04:41:58,3.075,75.1,6793,24.62
2025-10-08 04:51:58,3.077,75.5,6793,24.59
2025-10-08 05:01:58,3.075,75.3,6793,24.61
2025-10-08 05:11:58,3.077,75.4,6793,24.62
2025-10-08 05:21:57,3.075,74.8,6793,24.58
2025-10-08 05:22:19,3.077,74.8,6794,24.59
2025-10-08 05:31:08,3.076,75.2,6795,24.58
2025-10-08 05:31:57,3.077,75.1,6800,24.57
2025-10-08 05:34:40,3.079,75.3,6802,24.55
2025-10-08 05:36:49,3.077,75.3,6808,24.57
2025-10-08 05:41:57,3.076,74.8,6811,24.55
2025-10-08 05:49:20,3.076,74.9,6812,24.55
2025-10-08 05:51:57,3.077,74.7,6817,24.54
2025-10-08 05:52:39,3.076,74.7,6818,24.55
2025-10-08 06:01:57,3.075,74.6,6818,24.51
2025-10-08 06:04:24,3.078,74.7,6819,24.48
2025-10-08 06:09:18,3.077,74.4,6824,24.5
2025-10-08 06:11:38,3.077,74.8,6838,24.48
2025-10-08 06:11:57,3.078,74.7,6838,24.47
2025-10-08 06:31:56,3.076,75.5,6850,24.45
2025-10-08 06:36:07,3.075,75.5,6851,24.44
2025-10-08 06:41:56,3.076,75.4,6856,24.42
2025-10-08 07:01:56,3.078,75.9,6874,24.39
2025-10-08 07:03:32,3.075,76,6875,24.41
2025-10-08 07:09:01,3.077,76.4,6879,24.41
2025-10-08 07:11:55,3.075,76.5,6879,24.39
2025-10-08 07:12:10,3.077,76.5,6880,24.39
2025-10-08 07:15:37,3.074,76.5,6886,24.41
2025-10-08 07:17:43,3.077,76.6,6907,24.42
2025-10-08 07:19:44,3.076,76.8,6922,24.42
2025-10-08 07:21:47,3.077,76.8,6949,24.44
2025-10-08 07:21:55,3.077,76.7,6950,24.42
2025-10-08 07:24:15,3.076,76.7,6951,24.42
2025-10-08 07:31:55,3.077,76.2,6974,24.44
2025-10-08 07:41:55,3.077,75.7,6974,24.42
2025-10-08 07:51:55,3.076,75.5,6974,24.54
2025-10-08 07:52:32,3.076,75.4,6975,24.55
2025-10-08 08:01:55,3.075,75,6976,24.69
2025-10-08 08:11:54,3.077,74.4,6976,24.89
2025-10-08 08:21:54,3.076,74.2,6976,25
